,SAMPLE_NUMBER,SAMPLE_TYPE,BATCH_ID,DATE_VISITED,ATLAS_CODE,X_COORD,Y_COORD,Ag_XRF,Al_XRF,As_XRF,Ba_XRF,Bi_XRF,Br_XRF,Ca_XRF,Cd_XRF,Ce_XRF,Cl_XRF,Co_XRF,Cr_XRF,Cs_XRF,Cu_XRF,Fe_XRF,Ga_XRF,Ge_XRF,Hf_XRF,Hg_AAS,Hg_XRF,I_XRF,In_XRF,K_XRF,La_XRF,LOI450,Mg_XRF,Mn_XRF,Mo_XRF,Na_XRF,Nb_XRF,Nd_XRF,Ni_XRF,P_XRF,Pb_XRF,pH,Rb_XRF,S_XRF,Sb_XRF,Sc_XRF,Se_XRF,Si_XRF,Sm_XRF,Sn_XRF,Sr_XRF,Ta_XRF,Te_XRF,Th_XRF,Ti_XRF,Tl_XRF,U_XRF,V_XRF,W_XRF,Y_XRF,Yb_XRF,Zn_XRF,Zr_XRF,DRIFTS,LANDUSES,CLASTS,SITE_CONTAMINANTS,SOIL_TEXTURE,COMMENTS,elevation,slope,aspect,plan.curve,profile.curve,twi,mrvbf,mrrtf,population,landuse
32,610034,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254720,675760,0.5,72473,13.4,863,1.2,26.5,10506.09,1.6,86.45,NA,54,127,1,205.9,60148.4,17.2,11.7,3.6,NA,NA,1,NA,9380.13,37.47,14.67,6634.1,797.73,6.5,7419,16.1,NA,114.7,2400.2,481.8,NA,28.9,NA,9,19,2.3,226495,NA,312.53,204.3,#0.6,#0.5,6.8,7421.81,1,1.6,193,1.1,27.3,NA,845.9,193.3,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),sandstone (undifferentiated),bricks; plastic;,silt,"sst rounded in a and s.  open grass area.  white plastic and red brick. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",66.90000153,0.081215054,3.24003911,-0.000951042,0.000373691,8.367425919,2.758174181,0.223770276,1301,1
33,610035,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254260,673280,#0.25,89401,11.3,517,0.6,29.4,5002.9,#0.25,77.07,NA,35,119,1,101.8,52245.18,18.7,9.1,4.9,NA,NA,7,NA,10791.3,37.47,11.59,7237.2,1107.53,2.4,0,18.1,NA,68.8,2094.72,305,NA,43.9,NA,2.2,16,1.3,239571,NA,41.38,104,#0.6,#0.5,7.6,8099.24,0.8,1.4,164,#0.35,23.3,NA,219.4,222,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),sandstone (undifferentiated); dolerite (synonymous with microgabbro);,bricks,silty clay,"s hor - red/brown, red brick and coal.  roadside verge.",70,0.024994794,2.498091459,0.005375986,5.59E-06,9.865021706,2.617314339,1.972604513,2228,21
34,610036,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254670,654620,#0.25,90459,3.2,481,0.6,23.7,8361.99,#0.25,66.52,NA,37,56,1,20.4,68191.5,21.6,1.8,5.5,NA,NA,6,NA,14360.73,23.66,10.05,14474.4,1332.14,1.8,7419,41.9,NA,25.8,2051.08,38.6,NA,44.1,NA,#0.5,14,0.6,230231,NA,2.76,134,2.7,#0.5,4.2,15886.75,#0.25,0.7,156,#0.35,23.9,NA,108,276.5,"soil, regolith(observed at site)",arable land(observed at site),NA,NA,silty clay,clasts sub-rounded. or sandy patches in a. or and gr sandy patches in s.,135,0.019206991,0.896056652,-0.064348564,-0.000183802,9.380103111,2.690962076,0.006421127,389,4
35,610037,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,253800,674290,#0.25,74589,10.5,409,0.6,18.2,5431.72,#0.25,57.14,NA,36,113,1,47.9,57420.74,14.8,8.1,5.7,NA,NA,8,NA,8384.01,22.51,11.31,5427.9,1626.45,2.3,7419,21.7,NA,54.3,2269.28,126.6,NA,26.8,NA,1.1,15,1.3,241439,NA,8.37,76.5,#0.6,#0.5,5,10029.64,0.6,#0.3,170,1.7,20.9,NA,142.3,229.8,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site); grass moor(observed at site);,chert; siliceous rocks; limestone;,NA,silty clay,"s hor - ye at base of 2 augers, sand at base of augers. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",81.40000153,0.091450214,0.321750015,-0.003707486,0.000454257,8.788599014,0.6868276,0.179953888,1453,3
36,610038,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,253280,675290,#0.25,74589,8,387,0.6,87.8,9005.22,#0.25,50.1,NA,47,153,1,47.2,66443,18.7,4.2,5.4,NA,NA,21,NA,8965.08,11.01,18.91,12665.1,1332.14,1.9,7419,24.3,NA,81.7,2574.76,119.3,NA,21.4,NA,#0.5,19,1.7,217622,NA,3.9,157.2,#0.6,#0.5,2.9,13033.13,#0.25,#0.3,217,#0.35,18.4,NA,124.7,182.1,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),NA,silt,"all calsts subrounded.  next to housing estate, mature deciduous trees.",110.6999969,0.056402549,1.170555234,-0.002852416,-0.000317428,8.157354355,0.880251884,0.199069932,446,21
37,610039,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,253210,673690,#0.25,84111,6.9,432,#0.25,18.2,5503.19,#0.25,58.31,NA,28,113,1,24.9,51615.72,15.3,2.5,6.1,NA,NA,6,NA,11621.4,27.12,7.34,7840.3,983.62,1.8,7419,21.7,NA,43.8,1221.92,45.7,NA,39.9,NA,#0.5,14,0.6,247043,NA,3.7,93.4,#0.6,#0.5,5.8,9639.96,#0.25,1.3,145,#0.35,18.2,NA,89.3,239.3,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),NA,NA,medium clay,green near residential area.  s hor - 1 auger red at bottom.,106.5999985,0.047166668,2.506564856,-0.005737273,-0.000567295,7.999158859,1.850487828,0.061227851,2546,21
38,610040,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,255240,673350,#0.25,75118,7.5,499,#0.25,7.1,20440.42,#0.25,57.14,NA,40,725,1,71.6,55112.72,16.7,3.9,6.1,NA,NA,1,NA,12451.5,16.76,5.55,9649.6,968.12,2.2,7419,16.1,NA,67.3,916.44,5001,NA,47.2,NA,19,15,0.9,242840,NA,123.6,162.9,#0.6,#0.5,15.8,6150.87,8.4,#0.3,126,#0.35,32.5,NA,247.5,230.9,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site),sandstone (undifferentiated),bricks,medium clay,"a + s hor - clay and gravel.  a hor - large stones 3cm, mainly clay and coal frags with gravel.  red brick frags, v.orange.  made ground?",56.20000076,0.13932693,0.4030191,0.012429579,0.001958864,7.507143021,0.260773331,0.318783522,1937,21
39,610041,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,255420,673670,#0.25,58190,6.2,297,0.9,16.9,3573.5,#0.25,48.93,NA,14,67,1,23,36578.62,8.5,2.1,5.7,NA,NA,4,NA,9546.15,23.66,6.13,5427.9,542.15,1.1,7419,11.1,NA,24.6,1396.48,55.5,NA,27.2,NA,#0.5,9,#0.1,272261,NA,4.22,71.8,1.3,#0.5,4,5125.72,#0.25,1.1,80,#0.35,13.3,NA,66.4,198.3,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",urban open space tended but unproductive(observed at site); major roads/verge(observed at site);,NA,NA,silt,carbonaceous clasts in s hor,37.59999847,0.041413028,1.915443897,-0.011436644,-0.000225523,8.326052666,1.937136054,0.028955501,1937,21
40,610042,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254230,657180,#0.25,80408,7.2,496,#0.25,18.5,8790.81,#0.25,77.07,NA,33,99,1,44.3,50916.32,15.8,4.3,6.1,NA,NA,4,NA,10957.32,36.32,11.87,6634.1,1061.06,1.4,7419,25.3,NA,49.9,2094.72,141.1,NA,39.6,NA,#0.5,15,1,243307,NA,5.25,114.1,#0.6,#0.5,6.9,9358.2,#0.25,1.6,150,0.9,22.7,NA,146,268.1,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),NA,bricks,silty clay,"edge of school playing field eastwood high school. s soil clasts sub-angular. e1 drift from map. red brick in a and grey concrete in s. or patches in s. carbonaceous clasts in a hor,",82.19999695,0.010769919,2.761085033,-0.003073628,-0.000286849,9.296439171,3.77543807,0.001654183,422,20
41,610043,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,255730,656700,0.5,73531,4.7,568,0.6,29.1,24299.8,0.7,99.35,NA,55,303,1,105.6,57980.26,15.8,3.9,6.1,NA,NA,1,NA,11704.41,44.38,9.99,15077.5,1339.88,3,7419,25,NA,96,2007.44,344.4,NA,38,NA,1.5,19,0.9,228830,NA,9.93,341.8,#0.6,#0.5,8.1,8632.8,0.6,1.9,208,#0.35,33.6,NA,256.5,212.8,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site),NA,bricks,silt,"grass verge. red brick and road chippings at site. red brick in a ands. abndt coal frags in s.  e1 drift from map.. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",103.1999969,0.02213233,5.961432457,0.0170763,-0.000337755,9.750635147,2.228157282,3.399273872,2157,21
42,610044,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,254710,657310,#0.25,85169,6.3,373,0.6,24.8,3716.44,#0.25,68.86,NA,29,94,1,20.2,56861.22,17.4,2.5,6.7,NA,NA,4,NA,11123.34,29.42,10.5,6634.1,1076.56,1.5,7419,30.2,NA,31.8,1221.92,88,NA,39,NA,#0.5,14,0.8,241906,NA,3.7,84.1,#0.6,#0.5,6.5,11516.4,#0.25,1.8,137,#0.35,18.8,NA,108.5,284,"soil, regolith(observed at site); till(observed at site);",arable land(observed at site),sandstone (undifferentiated),NA,NA,"golf course. or sand grains in a and s. sub-rounded clasts in s. e1 drift from map. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",82.40000153,0.037198402,0.53581202,-0.001102744,0.000140748,8.413239479,2.020036936,0.021300551,422,4
43,610045,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,256170,674390,#0.25,67712,8.8,280,#0.25,45.8,4431.14,#0.25,51.28,NA,17,90,1,29.2,42173.82,12.6,2.7,5.7,NA,NA,12,NA,9380.13,23.66,12.18,6634.1,921.66,2.4,7419,16.3,NA,31.9,2487.48,65.1,NA,28.1,NA,#0.5,10,0.9,250779,NA,5.36,73.9,#0.6,#0.5,4.2,8452.95,#0.25,1.2,132,#0.35,13.6,NA,87.5,216.3,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),sandstone (undifferentiated),bricks,silt,edge of golf course - rough.  red brick frags in s.,67.69999695,0.05303501,3.085050106,0.001512482,-0.000318943,8.055771828,1.614789248,2.112431288,492,4
44,610046,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,255850,673640,#0.25,85169,8.3,432,#0.25,14.9,5503.19,#0.25,64.17,NA,28,92,1,34.6,47489.26,14.6,2.8,4.9,NA,NA,5,NA,12700.53,30.57,7.13,8443.4,906.17,1.6,7419,17.9,NA,39.7,1047.36,63.2,NA,43.5,NA,#0.5,15,0.6,253114,NA,8.78,101.6,#0.6,#0.5,6.9,7463.78,#0.25,0.9,118,#0.35,18.6,NA,93.7,247,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);","urban open space cleared, derelict(observed at site); urban open space tended but unproductive(observed at site); railways(observed at site);",conglomerate,bricks; plastic;,silty clay,red brick frag in a.  black plastic in s. carbonaceous clasts in s hor,37.70000076,0.016123142,4.588033676,-0.024196275,-4.98E-05,9.967139244,3.986947775,1.982956052,1937,1
45,610047,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,256000,655880,#0.25,93633,4,479,#0.25,17.2,9719.92,#0.25,73.55,NA,40,86,1,31.9,65743.6,20.6,1.8,6.9,NA,NA,3,NA,14526.75,27.12,6.79,15077.5,1246.94,1.7,7419,34.8,NA,46.5,1571.04,40.9,NA,46.1,NA,#0.5,17,0.6,236302,NA,12.52,151.2,1.3,#0.5,6.6,13644.62,#0.25,#0.3,155,#0.35,24.5,NA,112.4,262.8,"soil, regolith(observed at site)",commercial and residential(observed at site),sandstone (undifferentiated),bricks; coal tailings;,medium clay,clasts sub-angular in a. red brick in a and s. coal tailings in and s.,110,0.044914152,1.007479191,-0.000266138,-0.000745778,8.809119225,1.859593153,0.068207316,2375,21
46,610049,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,256490,673480,#0.25,70357,7.3,345,#0.25,22.2,4359.67,#0.25,53.62,NA,19,72,1,28,39376.22,10.5,2.6,4.4,NA,NA,6,NA,9131.1,24.81,7.88,4824.8,751.26,1.6,7419,13.9,NA,25.4,3142.08,54.4,NA,28.5,NA,#0.5,10,0.8,262454,NA,4.11,75.5,#0.6,#0.5,3.8,6738.38,1.1,#0.3,105,#0.35,15.6,NA,80.9,223,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",arable land(observed at site),NA,NA,silt,wheat and fallow.,37.09999847,0.023017639,5.312439442,0.006771243,0.000163982,9.482975006,4.494755745,0.907008886,281,3
47,610050,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,254140,655760,#0.25,88872,4.7,565,#0.25,20.7,12364.31,#0.25,75.9,NA,30,59,1,35.9,61337.38,20.5,4,5.7,NA,NA,4,NA,12451.5,30.57,9.57,10855.8,1246.94,2.3,7419,41.7,NA,32.4,2705.68,170.1,NA,36.9,NA,1.3,15,1.1,235368,NA,7.12,172.8,1.9,#0.5,6.2,12817.31,0.7,1.6,142,#0.35,26.6,NA,182,278.3,"soil, regolith(observed at site)",long term pasture(observed at site),sandstone (undifferentiated),bricks,silt,or patches in s. red brick in s. sandstone clasts angular,115.3000031,0.02911225,1.849096656,-0.009381922,-0.000326376,8.876691818,1.916850328,0.032713424,3334,21
48,610051,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,253740,672850,#0.25,88872,5.9,406,#0.25,19.3,5646.13,#0.25,59.48,NA,34,99,1,21.8,53504.1,15.1,1.9,5.1,NA,NA,8,NA,11787.42,24.81,5.79,7840.3,1200.47,1.5,7419,18.9,NA,37.5,698.24,43.3,NA,45.7,NA,#0.5,15,0.7,249378,NA,2.24,98.9,1.9,#0.5,6.2,8548.87,#0.25,1.5,124,#0.35,17.6,NA,77.3,243.4,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site),sandstone (undifferentiated); dolerite (synonymous with microgabbro);,pottery; bricks;,medium clay,red brick in a + s.  orange pottery and coal fragments in s.,76.5,0.178033724,3.523131371,0.004243006,-0.001414243,7.080033779,0.441182971,0.017142324,3258,21
49,610052,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,253780,655680,#0.25,67712,7.1,466,0.8,23.1,5860.54,#0.25,57.14,NA,15,99,3,31,38397.06,10.6,2.5,5.7,NA,NA,3,NA,11787.42,30.57,7.47,7237.2,627.34,1.1,7419,13.8,NA,27.8,1701.96,97.6,NA,35.2,NA,1.4,10,0.7,257317,NA,7.12,134,#0.6,#0.5,4.9,5647.29,#0.25,1.7,95,1.1,16.4,NA,142,266.8,"soil, regolith(observed at site)",urban open space(observed at site),sandstone (undifferentiated),slag (furnace waste),silty clay,a hor - sst angular.  slag in s.  grass verge.,132,0.049457122,1.712692738,9.69E-05,0.000672725,9.01691246,1.717576981,0.12258894,3178,21
50,610053,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,252880,656790,#0.25,89401,5.1,400,#0.25,19.3,8719.34,#0.25,74.72,NA,25,63,1,26.7,56441.58,17.7,2.3,7.4,NA,NA,4,NA,13447.62,30.57,8.44,10252.7,1401.84,2.2,7419,32.8,NA,28.4,1701.96,47.7,NA,45.5,NA,#0.5,15,0.8,242373,NA,4.01,117.6,1.6,#0.5,7,10497.24,#0.25,0.7,125,#0.35,24,NA,104.6,290.6,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site); major roads/verge(observed at site);,flint; sandstone (undifferentiated);,bricks,silty clay,"red brick frags in a and s. e1 drift from map. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",110.8000031,0.056508306,1.428898692,0.001803159,0.00017715,8.322482109,0.606696665,0.700537264,2674,21
51,610054,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,252840,673350,#0.25,80937,8.2,431,#0.25,21,5503.19,#0.25,60.66,NA,31,105,1,32.3,48468.42,14.5,4.1,5,NA,NA,5,NA,11123.34,29.42,11.79,7237.2,890.68,2.1,7419,19,NA,48.3,1440.12,78.7,NA,39.2,NA,#0.5,14,0.9,242840,NA,5.25,87.2,1.6,#0.5,5.9,8818.64,#0.25,2,144,0.8,17.7,NA,106.2,229,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),NA,coal tailings,silt,"grassy area in residential area.  coal tailings in a and s.  s hor - 2 augers silt, 3 augers clay.",100.8000031,0.047973532,3.162424326,-0.019607402,-0.002191059,8.540719032,1.679067492,0.013970939,1306,21
52,610055,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,256320,656630,#0.25,88872,5.3,464,#0.25,22.4,6861.12,#0.25,72.38,NA,30,92,1,29.6,60428.16,19.4,2.7,5.6,NA,NA,4,NA,11787.42,31.72,9.68,9046.5,1130.77,2.1,7419,34,NA,41.2,1483.76,62.7,NA,40.1,NA,#0.5,13,0.7,237236,NA,5.15,122.2,2.8,#0.5,7.4,12991.16,#0.25,1.6,153,#0.35,21.7,NA,119.3,297.8,"soil, regolith(observed at site); till(observed at site);",urban open space tended but unproductive(observed at site),NA,bricks,silty clay,"or sand in s. red brick in a. grass area. 1 - 3 cm sub-angular clasts. e1 drift from map. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",101.5999985,0.015810071,1.892546892,-0.037314974,-5.00E-05,9.139342308,2.001198053,3.671396732,1979,21
53,610056,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,255430,674700,0.6,73002,11.8,763,0.6,47.2,13221.95,1.2,93.48,NA,64,151,1,143.9,53294.28,21.7,20.5,3.4,NA,NA,10,NA,7802.94,45.53,21.99,8443.4,1192.73,3.3,7419,17.2,NA,144,4844.04,510.4,NA,24.9,NA,3.7,21,2.6,219023,NA,37.95,192.6,1.8,#0.5,6.2,7715.56,1.3,1.8,244,1.6,30.6,NA,629.3,178.3,"soil, regolith(observed at site); till(observed at site);",commercial and residential(observed at site); recreational area(observed at site); urban open space(observed at site);,NA,bricks,silt,"s hor - 2 augers black silt, red brick frags. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",67.80000305,0.095152803,3.755752087,0.013423905,5.80E-05,7.435666084,0.031056797,0.933325589,2833,21
54,610057,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254860,672840,#0.25,71415,7.4,424,#0.25,37,9148.16,#0.25,63,NA,29,106,3,38.1,44901.48,14.1,3.6,4.4,NA,NA,11,NA,9961.2,30.57,15.83,7840.3,844.2,2,7419,15.1,NA,51,1658.32,105.9,NA,31.8,NA,#0.5,15,1.1,237703,NA,6.5,103.1,#0.6,#0.5,5.7,7487.76,#0.25,1.8,138,#0.35,18.3,NA,126,203.6,"soil, regolith(observed at site)",recreational area(observed at site),NA,NA,medium clay,"a hor - organics.  park area, rough bushes.  s hor - grainy in places, organic.",59.5,0.072055347,6.102092743,0.000685582,-0.001358853,7.77559948,1.693369865,0.105738021,2785,21
55,610058,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,254660,656900,#0.25,83053,2.9,506,#0.25,39.4,8004.64,#0.25,85.28,NA,40,72,1,28.6,63575.46,18.7,3,6.7,NA,NA,8,NA,12949.56,31.72,12.44,13871.3,1990.46,2.3,7419,37.6,NA,39.1,2094.72,51.2,NA,35,NA,#0.5,17,0.8,226028,NA,2.97,161.2,1.4,#0.5,6.5,14046.28,#0.25,1.3,166,#0.35,26.2,NA,130.7,259.5,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),sandstone (undifferentiated),NA,silt,"16th hole of whitecraigs golf course. a clasts sub-angular. s clasts limestone angular, chert flat. e1 drift from map. coal frags in a and s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",87.09999847,0.089895837,5.943892479,-0.017564725,-0.001063747,8.705639839,0.947158337,0.015778394,2297,4
56,610059,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,252140,656390,#0.25,77763,5.2,435,0.8,21.5,7718.76,#0.25,65.35,NA,25,79,1,23.7,51335.96,14.1,1.9,5.2,NA,NA,6,NA,11455.38,24.81,9.81,9046.5,1649.68,2.2,7419,21.1,NA,33.6,1832.88,42.4,NA,35.7,NA,#0.5,14,0.8,244708,NA,5.36,100.7,1.3,#0.5,5.2,8267.1,0.6,1.5,117,#0.35,19.7,NA,97.7,227.9,"soil, regolith(observed at site); till(observed at site);",recreational area(observed at site),limestone; sandstone (undifferentiated);,bulk industrial waste,silty clay,"pieces of concrete rubble in both horizons carbonaceous clasts in a hor,  carbonaceous clasts in s hor",131.6999969,0.034045704,6.224430561,0.00029959,0.000229393,8.619401932,0.301952183,2.88358593,2674,4
57,610060,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,256570,656130,#0.25,83582,8.4,452,0.8,19.8,7718.76,#0.25,67.69,NA,39,87,1,58.2,61127.56,18.7,5.4,6.1,NA,NA,4,NA,12368.49,29.42,13.29,12062,1316.65,2,7419,33,NA,50.3,3273,130.5,NA,41.6,NA,#0.5,14,0.8,231632,NA,12.73,109.5,1.3,#0.5,7.1,13344.87,#0.25,1.9,158,#0.35,22.3,NA,190.4,266.5,"soil, regolith(observed at site)",long term pasture(observed at site),NA,coal tailings,silt,rural area. coal in s.,120.5999985,0.022132305,1.892545819,0.017528042,0.000171873,9.187824249,0.047566909,2.982955456,1979,4
58,610061,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254770,673150,1,77763,14.8,857,1.1,16.2,14865.76,0.9,80.59,NA,43,180,1,218,53224.34,19.7,16.4,4.4,NA,NA,1,NA,12119.46,37.47,12.53,8443.4,1092.04,3,7419,16.4,NA,101.6,2225.64,643.2,NA,42.9,NA,6.9,18,1.4,236769,NA,122.46,211.2,#0.6,#0.5,8.1,6984.18,2,1.4,191,#0.35,29,NA,656.8,196.4,"soil, regolith(observed at site)",recreational area(observed at site),limestone; sandstone (undifferentiated);,bricks,silty clay,park and playing field.  a hor - red brick and coal frags.  s hor - orange brick with some coal.,59.20000076,0.026470205,1.760784745,-0.01285345,-3.96E-05,8.402564049,2.458801031,0.425166845,2228,21
59,610062,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,253290,673130,#0.25,83053,8.2,421,#0.25,13.2,7361.41,#0.25,66.52,NA,34,100,1,37.6,56021.94,16,2.9,5,NA,NA,3,NA,10957.32,28.27,8.11,7237.2,1324.4,2.3,7419,18.2,NA,47.3,1440.12,81.1,NA,44,NA,#0.5,15,1.1,244708,NA,6.08,110.5,#0.6,#0.5,6.8,7865.44,0.8,2.3,145,#0.35,20.4,NA,118.2,217.4,"soil, regolith(observed at site); alluvium, raised terrace(observed at site);",recreational area(observed at site),NA,bricks; coal tailings;,silty clay,"clasts rounded.  grass verge in residential area.  red brick, blue plastic bag.",85.09999847,0.036205698,3.030935049,-0.007676393,-0.000401161,8.696098328,1.89311862,0.113636151,2546,21
60,610063,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,253730,656730,#0.25,86756,5.1,1175,#0.25,16.8,7004.06,1.6,74.72,NA,27,94,1,60,55812.12,16.5,2.7,7.3,NA,NA,1,NA,12451.5,32.87,8.82,8443.4,1378.61,2.1,7419,27.1,NA,40.8,1309.2,777.1,NA,41.5,NA,#0.5,14,0.6,242840,NA,6.08,144.2,#0.6,#0.5,8.4,9418.14,2.1,#0.3,140,#0.35,24.4,NA,773.7,295.4,"soil, regolith(observed at site); till(observed at site);",commercial and residential(observed at site); recreational area(observed at site);,NA,rubber,silty clay,"abdt or sandy material in s. small piece of small black rubber. e1 drift from map. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",84,0.021467626,2.05527401,-0.008138957,-0.000564859,9.189023018,3.597107649,0.006682259,3525,21
61,610064,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,253700,655230,#0.25,89401,4.6,467,#0.25,19,9148.16,#0.25,81.76,NA,34,81,1,29.4,61896.9,19.6,1.7,4.3,NA,NA,2,NA,16269.96,34.02,8.97,11458.9,1277.92,2.5,7419,37.2,NA,40.8,1701.96,40.6,NA,53.4,NA,#0.5,14,0.5,239104,NA,3.18,125.3,2.1,#0.5,6.8,11240.62,#0.25,1.4,125,#0.35,24.9,NA,125.9,291.3,"soil, regolith(observed at site)",commercial and residential(observed at site),sandstone (undifferentiated); limestone;,bricks,silty clay,red brick in a and s. abdnt coal. one auger full is sandy. front garden 32 paidmyre road.,144.8000031,0.017718308,3.427642107,0.029219313,0.000122174,9.771970749,0.71132046,2.608071804,3178,21
62,610065,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254260,674080,#0.25,78292,8.6,366,#0.25,12.7,6146.42,#0.25,61.83,NA,27,91,1,40.9,50007.1,13.6,2.5,4.6,NA,NA,5,NA,10708.29,24.81,6.87,7840.3,1022.34,1.5,7419,15.7,NA,42.6,1265.56,49,NA,35.2,NA,#0.5,13,0.6,250779,NA,3.39,86.5,#0.6,#0.5,5.7,7601.66,#0.25,0.9,133,#0.35,19.9,NA,102.3,225.7,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site),limestone; siliceous rocks;,bricks,silt,"red brick frags in a and s. carbonaceous clasts in a hor,  carbonaceous clasts in s hor",70.40000153,0.041025642,2.165555477,-0.020398702,-0.000660987,8.028003693,1.162919283,0.879619479,3849,21
63,610066,SHALLOW SOIL (5 -20CM),10068,7/31/2001,GLAS,254180,655170,#0.25,92046,2.4,492,#0.25,32.9,11721.08,#0.25,95.83,NA,44,46,1,27.9,67422.16,22.6,3.1,6.3,NA,NA,5,NA,14941.8,34.02,12.53,12665.1,1843.31,1.6,7419,45.9,NA,26.9,2705.68,44,NA,41.6,NA,#0.5,17,0.8,226028,NA,3.59,221,1.6,#0.5,5.8,15143.37,0.8,0.8,150,#0.35,30.2,NA,121.3,282.8,"soil, regolith(observed at site)",recreational area(observed at site),limestone; sandstone (undifferentiated);,NA,silt,a clasts rounded. s clasts rounded. park. 1 tabular lst clast.,132.6999969,0.038607314,5.91229248,-0.014078652,-0.000335442,8.740731239,2.162742853,0.007621512,3334,21
64,610067,SHALLOW SOIL (5 -20CM),10068,7/30/2001,GLAS,254300,675220,#0.25,66125,7.2,402,#0.25,47.5,8004.64,#0.25,55.97,NA,33,121,1,41.4,53154.4,14.1,4,5.5,NA,NA,10,NA,9463.14,17.91,12.92,9046.5,1115.28,2.5,7419,21.5,NA,55,2836.6,106.5,NA,26.1,NA,#0.5,14,1.1,240038,NA,6.91,102,1.3,#0.5,3.6,11012.82,#0.25,0.7,172,#0.35,16.2,NA,137.4,214.8,"soil, regolith(observed at site); till(observed at site);",urban open space(observed at site),sedimentary rock (undifferentiated),bricks,silty clay,grass verge.  red brick in a and s.  all clasts subrounded.,82.59999847,0.016154084,1.951301813,0.020319749,0.000171656,9.730362892,0.507818341,2.578723192,1301,1
